SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalSpend,TenureYears,AvgMonthlySpend
-0.4399164931309761,0.0663274190822356,1.3822264942192488,0.559501882595035,1.6638285090871447,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,-0.15619339262187393,0.06632741908223558,1.3822264942192488
-0.4399164931309761,-0.8702409464784622,1.099721004191008,-0.5194083945509333,1.6638285090871447,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,-1.2047142570331932,-0.8702409464784618,1.099721004191008
-0.4399164931309761,-0.9109613101984924,-0.505574897969467,-0.79740819057721,-0.6010234796064695,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.21262263183868288,-0.9109613101984921,-0.505574897969467
-0.4399164931309761,1.5322605130033289,0.1475113230958195,1.1436237344647615,-0.6010234796064695,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,-0.021870307447669154,1.5322605130033287,0.1475113230958195
-0.4399164931309761,-0.6259187641582801,-1.462769970065154,-0.82277120198218,-0.6010234796064695,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.6675601428855408,-0.62591876415828,-1.462769970065154
-0.4399164931309761,1.2472179669631165,0.5014740841312036,1.1388116052338793,-0.6010234796064695,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,0.37748250515055115,1.247217966963116,0.5014740841312036
-0.4399164931309761,-0.7888002190384015,0.3801629031190768,-0.5741298090617433,-0.6010234796064695,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,-0.547677947818941,-0.7888002190384013,0.3801629031190768
-0.4399164931309761,0.6771328748826914,0.6560212051466533,0.7173088177857488,-0.6010234796064695,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.19627980459932226,0.6771328748826912,0.6560212051466533
-0.4399164931309761,-1.2367242199587354,-0.5155456799704635,-0.9645965703694144,-0.6010234796064695,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3896207521842237,-1.2367242199587352,-0.5155456799704635
-0.4399164931309761,-1.2367242199587354,0.528062836133862,-0.9437808003477548,1.6638285090871447,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,-0.9008125401109784,-1.2367242199587352,0.528062836133862
-0.4399164931309761,0.7992939660427824,0.4981504901308715,0.8546531667515656,-0.6010234796064695,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,0.15024290356637274,0.7992939660427821,0.4981504901308715
-0.4399164931309761,1.4915401492832987,-0.0203301739209576,0.8706788815296407,-0.6010234796064695,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,-0.27817513396374316,1.4915401492832983,-0.0203301739209576
2.273158691738958,0.4328106925625091,0.8471278601657575,0.687310269048278,-0.6010234796064695,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.11872565607489041,0.432810692562509,0.8471278601657575
-0.4399164931309761,-0.7073594915983408,1.141265929195161,-0.3776933961001872,1.6638285090871447,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,-1.055003126282461,-0.7073594915983406,1.141265929195161
2.273158691738958,-0.3001558543980371,0.1574821050968162,-0.2336606289831905,-0.6010234796064695,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,-0.29511811598961024,-0.300155854398037,0.1574821050968162
2.273158691738958,-0.9924020376385532,0.528062836133862,-0.7278309826150992,1.6638285090871447,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-0.7718173308551525,-0.992402037638553,0.528062836133862
2.273158691738958,1.1250568758030253,0.3352943841145911,0.9599681601485298,-0.6010234796064695,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,0.1293030875919292,1.125056875803025,0.3352943841145911
2.273158691738958,-0.5851984004382497,1.0199547481830342,-0.2337047769577858,1.6638285090871447,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,-0.8446300212113804,-0.5851984004382496,1.0199547481830342
-0.4399164931309761,1.2472179669631165,1.1595456961969886,1.7788468669284871,-0.6010234796064695,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,1.1980996639248618,1.247217966963116,1.1595456961969886
2.273158691738958,1.3693790581232073,1.4520219682262263,2.116645094544028,-0.6010234796064695,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1.7401683913661725,1.3693790581232068,1.4520219682262263
-0.4399164931309761,0.0663274190822356,-1.3231790220511994,-0.612604768921502,-0.6010234796064695,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,-0.33560500458104137,0.06632741908223558,-1.3231790220511994
-0.4399164931309761,1.6137012404433897,1.42044782522307,2.4598293750601874,-0.6010234796064695,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,2.04392592704484,1.6137012404433893,1.42044782522307
-0.4399164931309761,0.5956921474426307,1.1877962451998123,1.070669206446114,-0.6010234796064695,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.459581749074224,0.5956921474426305,1.1877962451998123
-0.4399164931309761,1.1250568758030253,0.8354952811645947,1.398953545536378,-0.6010234796064695,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.6919604720125552,1.125056875803025,0.8354952811645947
-0.4399164931309761,1.6137012404433897,-0.7531826509942191,0.3002429017844411,-0.6010234796064695,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,-1.463059215964301,1.6137012404433893,-0.7531826509942191
-0.4399164931309761,-0.5851984004382497,-0.3443805889533529,-0.5848798408756862,-0.6010234796064695,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,-0.04636088794273796,-0.5851984004382496,-0.3443805889533529
-0.4399164931309761,-0.9516816739185228,0.9850570111795456,-0.6289615935090412,1.6638285090871447,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,-1.185156089117631,-0.9516816739185225,0.9850570111795456
-0.4399164931309761,-1.196003856238705,0.3502505571160864,-0.8996548997398044,-0.6010234796064695,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,-0.6666858513470793,-1.1960038562387048,0.3502505571160864
-0.4399164931309761,0.5956921474426307,0.4698999411280475,0.6041354849108307,-0.6010234796064695,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0.03201032605374096,0.5956921474426305,0.46989994112804756
-0.4399164931309761,-0.0558336720778549,0.4798707231290441,0.0950431158657282,-0.6010234796064695,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.27464541688829325,-0.05583367207785488,0.4798707231290441
-0.4399164931309761,0.7178532386027217,-1.4827115340671475,-0.5964466102196411,-0.6010234796064695,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,-1.3120427689663496,0.7178532386027214,-1.4827115340671473
-0.4399164931309761,-0.9109613101984924,0.5014740841312036,-0.6156730531558716,-0.6010234796064695,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-0.704601781542004,-0.9109613101984921,0.5014740841312036
-0.4399164931309761,-1.2774445836787658,-0.5221928679711282,-0.9857655241878356,-0.6010234796064695,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.41910028805309074,-1.2774445836787656,-0.5221928679711282
-0.4399164931309761,0.7992939660427824,-1.4744025490663168,-0.5259202208037324,-0.6010234796064695,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,-1.426134869240726,0.7992939660427821,-1.4744025490663168
2.273158691738958,1.287938330683147,1.5567151792366918,2.126644610789852,-0.6010234796064695,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1.7567502046123946,1.2879383306831464,1.5567151792366918
-0.4399164931309761,1.206497603243086,-1.3464441800535252,-0.3784880596429018,-0.6010234796064695,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,-1.8720585501197207,1.2064976032430856,-1.3464441800535252
-0.4399164931309761,-1.196003856238705,-0.0086975949197948,-0.9291015987948348,-0.6010234796064695,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,-0.23745653134902125,-1.1960038562387048,-0.008697594919794802
2.273158691738958,0.9621754209229038,1.5201556452330371,1.7030447945484464,-0.6010234796064695,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,1.2145469983098385,0.9621754209229035,1.5201556452330371
-0.4399164931309761,0.5549717837226003,-0.3028356639491999,0.1796527091775211,-0.6010234796064695,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,-0.415893351682646,0.5549717837226001,-0.3028356639491999
-0.4399164931309761,-0.9924020376385532,-0.3360716039525223,-0.7945164982412213,-0.6010234796064695,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.08560351927469001,-0.992402037638553,-0.3360716039525223
2.273158691738958,-0.0965540357978854,0.3319707901142592,-0.0753239180973335,-0.6010234796064695,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,-0.2799046844755759,-0.09655403579788538,0.3319707901142591
-0.4399164931309761,0.51425142000257,-1.2916048790480432,-0.4703158468010176,-0.6010234796064695,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,-0.9119521622413922,0.5142514200025697,-1.2916048790480432
-0.4399164931309761,-1.2774445836787658,0.4848561141295422,-0.9723886878854756,1.6638285090871447,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,-0.8671270695454282,-1.2774445836787656,0.48485611412954227
-0.4399164931309761,-0.8702409464784622,-0.4723389579661444,-0.7578295313525703,-0.6010234796064695,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.16312070268317996,-0.8702409464784618,-0.4723389579661444
-0.4399164931309761,-1.0331224013585836,0.3452651661155883,-0.7880488199630175,1.6638285090871447,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.6044967412649033,-1.0331224013585834,0.3452651661155883
-0.4399164931309761,0.3920903288424788,1.2974748472107769,0.9030834948825526,-0.6010234796064695,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.2607824909700452,0.3920903288424787,1.2974748472107769
-0.4399164931309761,0.6771328748826914,-1.4827115340671475,-0.5777057950039584,-0.6010234796064695,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,-1.2516766308493656,0.6771328748826912,-1.4827115340671475
-0.4399164931309761,-0.9516816739185228,1.1479131171958254,-0.6018105891329637,-0.6010234796064695,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,-1.3401165257027265,-0.9516816739185225,1.1479131171958254
-0.4399164931309761,0.107047782802266,-0.0868020539276036,-0.0293438025563823,-0.6010234796064695,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,-0.257147458594706,0.10704778280226597,-0.0868020539276036
-0.4399164931309761,0.636412511162661,-1.4660935640654862,-0.5407760142550334,-0.6010234796064695,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,-1.1807364330333507,0.6364125111626608,-1.4660935640654862
-0.4399164931309761,0.5549717837226003,-1.4893587220678115,-0.5981242332542606,-0.6010234796064695,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,-1.074266581933995,0.5549717837226001,-1.4893587220678115
-0.4399164931309761,-0.1372743995179157,-1.030702750021962,-0.5618566721242643,-0.6010234796064695,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-0.10639239953978448,-0.13727439951791567,-1.030702750021962
-0.4399164931309761,-0.0965540357978854,0.5745931521385131,0.1272711373202593,-0.6010234796064695,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.3033268117337632,-0.09655403579788538,0.5745931521385131
2.273158691738958,-1.2774445836787658,0.3303089931140932,-0.9744415687041544,-0.6010234796064695,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.6697357423892203,-1.2774445836787656,0.3303089931140932
-0.4399164931309761,1.3693790581232073,0.639403235144992,1.5153055325821545,-0.6010234796064695,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0.6275772690389433,1.3693790581232068,0.639403235144992
-0.4399164931309761,1.328658694403177,1.5384354122348645,2.130176448757471,-0.6010234796064695,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,1.795845896463748,1.3286586944031769,1.5384354122348645
-0.4399164931309761,1.6137012404433897,1.2010906212011416,2.2855993933200414,-0.6010234796064695,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1.6900099951815326,1.6137012404433893,1.2010906212011416
-0.4399164931309761,-0.8295205827584318,0.4715617381282135,-0.5980138633177725,1.6638285090871447,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6389597857246316,-0.8295205827584314,0.4715617381282135
-0.4399164931309761,1.572980876723359,0.0694068640880114,1.0890347638777371,-0.6010234796064695,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,-0.13870025670048072,1.5729808767233586,0.0694068640880114
-0.4399164931309761,-1.1145631287986444,-1.4527991880641573,-0.957157636650115,1.6638285090871447,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,1.3710999992962327,-1.1145631287986442,-1.4527991880641573
-0.4399164931309761,0.7992939660427824,-1.4544609850643233,-0.5186137310082188,-0.6010234796064695,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,-1.4101984469377058,0.7992939660427821,-1.4544609850643235
2.273158691738958,-0.3001558543980371,1.1213243651931677,0.1026807154707062,1.6638285090871447,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,-0.5843711088667733,-0.300155854398037,1.1213243651931677
-0.4399164931309761,-1.2774445836787658,-1.481049737066981,-0.9985022148585648,-0.6010234796064695,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,1.643775511377093,-1.2774445836787656,-1.481049737066981
-0.4399164931309761,-1.2774445836787658,-1.505976692069473,-0.9988333246680292,-0.6010234796064695,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,1.6756128222087396,-1.2774445836787656,-1.505976692069473
-0.4399164931309761,0.2292088739623573,1.0049985751815391,0.5843792662794571,-0.6010234796064695,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,-0.017542238009800024,0.22920887396235723,1.0049985751815391
2.273158691738958,1.3693790581232073,-0.6385186579827568,0.3290494552078404,-0.6010234796064695,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,-1.1220803446004006,1.3693790581232068,-0.6385186579827568
